period,bank,total_volume_mn,approved_pct,bd_pct,td_pct
2024-03,Kerala Gramin Bank,15.07,99.27,0.28,0.45
2024-03,Equitas Bank,14.44,97.44,2.28,0.28
2024-03,Andhra Pradesh Grameena Vikas Bank,13.56,97.46,0.65,1.89
2024-03,Pragathi Krishna Gramin Bank,12.98,98.57,0.39,1.04
2024-03,DBS Bank India Limited,12.36,97.79,1.75,0.46
2024-03,Maharashtra Gramin Bank,11.89,99.11,0.35,0.54
2024-03,Rajasthan Marudhara Gramin Bank,11.79,96.75,0.47,2.77
2024-03,Citibank,11.77,99.86,0.00,0.14
2024-03,Jio Payments Bank,11.55,98.96,0.59,0.45
2024-03,Baroda UP Gramin Bank,11.16,88.76,0.70,10.54
2024-03,ESAF Small Finance Bank Ltd.,10.73,99.17,0.11,0.72
2024-03,Andhra Pragathi Grameena Bank,9.12,97.42,0.68,1.90
2024-03,Sarva Haryana Gramin Bank,7.84,99.22,0.43,0.34
2024-03,Saraswat Bank,7.84,97.10,2.64,0.27
2024-02,Paytm Payments Bank,2543.04,99.90,0.08,0.02
2024-02,Yes Bank Ltd,2408.99,99.95,0.03,0.01
2024-02,State Bank Of India,1350.11,98.92,0.14,0.93
2024-02,Axis Bank Ltd.,1029.01,99.91,0.08,0.01
2024-02,ICICI Bank,620.78,99.21,0.67,0.12
2024-02,HDFC BANK LTD,553.52,98.17,1.46,0.37
2024-02,Bank of Baroda,336.67,99.14,0.32,0.54
2024-02,Union Bank of India,322.91,98.90,0.13,0.97
2024-02,Federal Bank,316.08,99.47,0.32,0.21
2024-02,Punjab National Bank,278.27,99.57,0.33,0.11
2024-02,Canara Bank,272.27,98.49,1.23,0.29
2024-02,Kotak Mahindra Bank,242.32,98.58,0.40,1.01
2024-02,Airtel Payments Bank,200.32,99.35,0.33,0.32
2024-02,Indian Bank,197.87,98.92,0.88,0.20
2024-02,Bank of India,180.38,99.11,0.23,0.66
2024-02,INDUSIND BANK,134.71,99.25,0.31,0.44
2024-02,India Post Payment Bank,119.59,97.46,0.38,2.16
2024-02,Central Bank Of India,84.86,94.84,0.45,4.71
2024-02,Indian Overseas Bank,78.84,98.46,0.47,1.07
2024-02,UCO Bank,74.07,99.21,0.70,0.08
2024-02,IDBI Bank Limited,60.85,93.78,0.54,5.67
2024-02,Bank of Maharashtra,54.57,96.19,0.21,3.60
2024-02,RBL bank,52.57,94.24,0.42,5.34
2024-02,Fino Payments Bank Limited,48.84,98.31,1.31,0.38
2024-02,Karnataka Bank,41.82,98.27,1.00,0.73
2024-02,IDFC FIRST Bank,35.13,98.05,1.85,0.10
2024-02,Karur Vysya Bank,31.92,98.60,1.16,0.23
2024-02,South Indian Bank,29.77,97.88,2.10,0.02
2024-02,Bandhan Bank,29.22,96.68,0.23,3.09
2024-02,AU small Finance Bank,26.60,96.28,3.33,0.39
2024-02,Tamilnad Mercantile Bank,21.42,99.35,0.17,0.48
2024-02,Jammu and Kashmir Bank,20.34,99.07,0.45,0.48
2024-02,Ujjivan Small Finance Bank,19.51,98.59,1.02,0.39
2024-02,City Union Bank,19.30,97.55,2.13,0.32
2024-02,Tri O Tech Solutions Private Limited,18.51,96.17,3.80,0.03
2024-02,ONE MOBIKWIK SYSTEMS LIMITED,15.24,99.99,0.00,0.01
2024-02,Punjab and Sind Bank,14.14,96.07,1.14,2.79
2024-02,Kerala Gramin Bank,14.01,97.80,0.25,1.96
2024-02,Equitas Bank,13.15,97.90,1.85,0.25
2024-02,Andhra Pradesh Grameena Vikas Bank,12.36,98.38,1.23,0.40
2024-02,DBS Bank India Limited,12.03,98.53,1.21,0.26
2024-02,Pragathi Krishna Gramin Bank,11.61,97.30,0.61,2.09
2024-02,Jio Payments Bank,11.33,99.39,0.26,0.36
2024-02,CITI Bank,10.68,99.84,0.00,0.16
2024-02,Maharashtra Gramin Bank,10.56,98.15,0.32,1.53
2024-02,Rajasthan Marudhara Gramin Bank,10.31,98.04,0.40,1.55
2024-02,ESAF Small Finance Bank Ltd.,10.16,97.11,0.11,2.78
2024-02,Baroda UP Gramin Bank,9.18,92.84,0.82,6.34
2024-02,Fincare Small Finance Bank Ltd,8.55,96.27,3.29,0.44
2024-02,Andhra Pragathi Grameena Bank,8.07,98.57,0.45,0.98
2024-01,Paytm Payments Bank,2851.38,99.90,0.07,0.03
2024-01,Yes Bank Ltd,2105.87,99.92,0.04,0.04
2024-01,State Bank Of India,1306.23,99.64,0.18,0.18
2024-01,Axis Bank Ltd.,1008.43,99.76,0.18,0.06
2024-01,ICICI Bank,647.71,99.42,0.54,0.04
2024-01,HDFC BANK LTD,549.54,98.20,1.76,0.04
2024-01,Bank of Baroda,336.93,99.80,0.17,0.03
2024-01,Union Bank of India,324.67,99.00,0.17,0.84
2024-01,Federal Bank,301.12,99.53,0.34,0.13
2024-01,Punjab National Bank,271.75,99.49,0.38,0.13
2024-01,Canara Bank,268.36,98.43,1.30,0.28
2024-01,Kotak Mahindra Bank,236.42,98.61,0.47,0.92
2024-01,Indian Bank,192.09,98.96,0.77,0.27
2024-01,Airtel Payments Bank,184.67,99.03,0.39,0.58
2024-01,Bank of India,179.80,99.64,0.25,0.11
2024-01,INDUSIND BANK,129.00,98.83,0.54,0.62
2024-01,India Post Payment Bank,113.35,98.17,0.38,1.45
2024-01,Central Bank Of India,85.35,96.53,0.50,2.97
2024-01,Indian Overseas Bank,76.93,98.86,0.39,0.75
2024-01,UCO Bank,73.44,96.13,0.63,3.24
2024-01,RBL,62.06,92.29,0.36,7.35
2024-01,IDBI Bank Limited,62.06,97.83,0.43,1.74
2024-01,Bank of Maharashtra,53.88,98.92,0.24,0.84
2024-01,Fino Payments Bank Limited FIP,45.27,97.49,1.88,0.62
2024-01,Karnataka Bank,41.79,98.66,0.81,0.54
2024-01,IDFC First Bank,38.32,97.78,2.04,0.18
2024-01,Karur Vysya Bank,31.32,98.42,1.32,0.25
2024-01,South Indian Bank,31.07,96.63,3.23,0.15
2024-01,Bandhan Bank,28.56,94.91,0.24,4.85
2024-01,AU small Finance Bank,26.21,96.53,3.24,0.23
2024-01,Tamilnad Mercantile Bank,20.54,99.60,0.16,0.24
2024-01,Ujjivan Small Finance Bank,19.40,98.06,0.85,1.09
2024-01,City Union Bank,18.79,97.08,2.67,0.25
2024-01,Jammu and Kashmir Bank,18.46,99.06,0.60,0.35
2024-01,Tri O Tech Solutions Private Limited,17.98,95.28,4.12,0.60
2024-01,Kerala Gramin Bank,14.38,89.31,0.24,10.46
2024-01,Punjab and Sind Bank,13.75,98.14,1.24,0.62
2024-01,Pragathi Krishna Gramin Bank,13.28,84.28,0.32,15.40
2024-01,Equitas Bank,12.96,97.83,2.03,0.13
2024-01,Andhra Pradesh Grameena Vikas Bank,12.56,97.08,1.26,1.66
2024-01,ONE MOBIKWIK SYSTEMS LIMITED,11.31,99.99,0.00,0.01
2024-01,Maharashtra Gramin Bank,10.74,96.11,0.28,3.62
2024-01,ESAF Small Finance Bank Ltd.,10.37,95.16,0.13,4.71
2024-01,DBS Bank India Limited,10.30,98.38,1.56,0.06
2024-01,Baroda UP Gramin Bank,10.21,71.46,0.61,27.93
2024-01,CITI,10.02,99.87,0.00,0.13
2024-01,Rajasthan Marudhara Gramin Bank,9.82,99.41,0.30,0.29
2024-01,Jio Payments Bank,9.12,99.33,0.31,0.36
2024-01,Fincare Small Finance Bank Ltd,7.98,95.71,2.71,1.57
2024-01,Andhra Pragathi Grameena Bank,7.85,98.04,0.47,1.49
2023-12,Paytm Payments Bank,2835.27,99.90,0.07,0.03
2023-12,Yes Bank Ltd,2269.48,99.95,0.04,0.01
2023-12,State Bank Of India,1252.21,99.50,0.19,0.30
2023-12,Axis Bank Ltd.,967.52,99.90,0.09,0.01
2023-12,ICICI Bank,647.97,99.36,0.48,0.16
2023-12,HDFC BANK LTD,549.41,97.80,2.13,0.06
2023-12,Bank of Baroda,333.64,99.32,0.25,0.43
2023-12,Union Bank of India,326.55,99.49,0.19,0.33
2023-12,Federal Bank,291.79,99.65,0.29,0.06
2023-12,Punjab National Bank,270.17,99.41,0.51,0.08
2023-12,Canara Bank,268.75,99.06,0.67,0.27
2023-12,Kotak Mahindra Bank,233.06,99.28,0.46,0.26
2023-12,Indian Bank,182.11,98.93,0.67,0.40
2023-12,Bank of India,179.90,99.58,0.24,0.17
2023-12,Airtel Payments Bank,174.41,97.63,0.43,1.94
2023-12,INDUSIND BANK,135.25,99.07,0.34,0.59
2023-12,India Post Payment Bank,108.03,96.76,0.37,2.87
2023-12,Central Bank Of India,85.35,98.70,0.51,0.80
2023-12,Indian Overseas Bank,75.21,98.44,0.32,1.23
2023-12,UCO Bank,73.18,98.84,0.68,0.48
2023-12,IDBI Bank Limited,62.13,98.98,0.43,0.59
2023-12,RBL Bank,55.75,91.43,0.30,8.27
2023-12,Bank of Maharashtra,52.68,98.84,0.28,0.88
2023-12,Fino Payments Bank Limited,50.18,97.67,1.33,1.00
2023-12,IDFC FIRST Bank,47.49,98.43,1.53,0.04
2023-12,Karnataka Bank,42.03,98.09,0.54,1.37
2023-12,South Indian Bank,31.89,99.52,0.41,0.07
2023-12,Karur Vysya Bank,31.85,98.07,1.58,0.35
2023-12,Bandhan Bank,28.20,98.57,0.43,1.00
2023-12,AU small Finance Bank,24.92,96.89,2.38,0.73
2023-12,Tamilnad Mercantile Bank,19.90,99.35,0.19,0.47
2023-12,Ujjivan Small Finance Bank,19.06,98.60,0.82,0.59
2023-12,City Union Bank,18.56,98.56,1.13,0.31
2023-12,Jammu and Kashmir Bank,17.46,97.22,0.37,2.41
2023-12,Tri O Tech Solutions Private Limited,16.54,95.50,4.49,0.01
2023-12,Kerala Gramin Bank,14.38,99.62,0.25,0.12
2023-12,Punjab and Sind Bank,14.18,97.23,0.45,2.32
2023-12,Equitas Bank,12.95,97.93,1.91,0.15
2023-12,Pragathi Krishna Gramin Bank,12.34,99.42,0.42,0.17
2023-12,Andhra Pradesh Grameena Vikas Bank,11.92,98.71,0.97,0.32
2023-12,Baroda UP Gramin Bank,10.80,71.76,0.67,27.57
2023-12,Maharashtra Gramin Bank,10.40,96.73,0.28,2.99
2023-12,DBS Bank India Limited,10.08,98.53,1.44,0.03
2023-12,ESAF Small Finance Bank Ltd.,10.01,99.62,0.13,0.24
2023-12,Rajasthan Marudhara Gramin Bank,9.36,98.92,0.50,0.58
2023-12,ONE MOBIKWIK SYSTEMS LIMITED,8.95,99.65,0.00,0.35
2023-12,Andhra Pragathi Grameena Bank,7.80,95.75,1.02,3.22
2023-12,Saraswat Bank,7.54,99.25,0.19,0.56
2023-12,CITI Bank,7.31,99.82,0.00,0.18
2023-12,Fincare Small Finance Bank Ltd,7.26,95.90,1.92,2.17
2023-11,Paytm Payments Bank,2617.76,99.90,0.08,0.01
2023-11,Yes Bank Ltd,2146.74,99.96,0.03,0.01
2023-11,State Bank Of India,1163.73,99.15,0.27,0.58
2023-11,Axis Bank Ltd.,856.15,99.52,0.34,0.15
2023-11,ICICI Bank,651.71,99.28,0.60,0.12
2023-11,HDFC BANK LTD,508.67,99.29,0.65,0.06
2023-11,Bank of Baroda,317.76,99.43,0.48,0.09
2023-11,Union Bank of India,310.09,99.55,0.25,0.20
2023-11,Federal Bank,266.30,99.40,0.32,0.29
2023-11,Punjab National Bank,254.47,99.39,0.47,0.14
2023-11,Canara Bank,252.28,99.05,0.53,0.42
2023-11,Kotak Mahindra Bank,219.84,99.31,0.64,0.05
2023-11,Bank of India,173.07,96.65,0.31,3.04
2023-11,Indian Bank,167.39,99.49,0.44,0.07
2023-11,Airtel Payments Bank,160.79,99.07,0.51,0.43
2023-11,INDUSIND BANK,135.40,98.93,0.43,0.64
2023-11,India Post Payment Bank,100.15,98.67,0.42,0.90
2023-11,Central Bank Of India,82.64,98.41,0.57,1.02
2023-11,Indian Overseas Bank,70.94,99.24,0.35,0.40
2023-11,UCO Bank,67.33,98.39,0.79,0.82
2023-11,IDBI Bank Limited,58.83,98.43,0.48,1.09
2023-11,Bank of Maharashtra,48.50,98.98,0.61,0.41
2023-11,Fino Payments Bank Limited FIP,44.77,98.15,0.70,1.15
2023-11,Karnataka Bank,39.12,98.76,0.67,0.58
2023-11,IDFC FIRST Bank,48.61,98.45,1.39,0.16
2023-11,Karur Vysya Bank,30.60,98.98,0.59,0.43
2023-11,South Indian Bank,29.58,99.15,0.43,0.42
2023-11,Bandhan Bank,26.18,98.07,0.53,1.40
2023-11,AU small Finance Bank,22.96,97.60,2.24,0.16
2023-11,Tamilnad Mercantile Bank,18.71,99.50,0.31,0.19
2023-11,City Union Bank,17.92,98.36,1.45,0.19
2023-11,RBL Bank,44.40,95.83,0.55,3.62
2023-11,Ujjivan Small Finance Bank,17.99,99.31,0.19,0.50
2023-11,Jammu and Kashmir Bank,19.18,98.00,0.35,1.64
2023-11,Equitas Bank,12.50,97.55,2.37,0.08
2023-11,Punjab and Sind Bank,13.25,99.37,0.28,0.35
2023-11,Kerala Gramin Bank,13.43,98.41,0.22,1.38
2023-11,Pragathi Krishna Gramin Bank,11.60,99.00,0.49,0.51
2023-11,CITIBank,10.35,99.79,0.00,0.21
2023-11,Andhra Pradesh Grameena Vikas Bank,11.19,98.76,0.87,0.37
2023-11,DBS Bank India Limited,9.60,98.21,1.70,0.08
2023-11,Maharashtra Gramin Bank,9.60,98.29,0.26,1.45
2023-11,Tri O Tech Solutions Private Limited,13.88,94.64,5.32,0.04
2023-11,Rajasthan Marudhara Gramin Bank,8.76,99.17,0.61,0.22
2023-11,Baroda UP Gramin Bank,10.63,83.36,0.85,15.80
2023-11,ESAF Small Finance Bank Ltd.,9.33,99.66,0.17,0.18
2023-11,Andhra Pragathi Grameena Bank,7.17,97.88,0.74,1.38
2023-11,Saraswat Bank,7.23,99.35,0.37,0.28
2023-11,Sarva Haryana Gramin Bank,6.55,97.20,0.43,2.37
2023-11,Baroda Rajasthan Kshetriya Gramin Bank,5.20,94.07,1.31,4.62
2023-10,Paytm Payments Bank,2709.07,99.87,0.11,0.02
2023-10,Yes Bank Ltd,2224.58,99.94,0.02,0.03
2023-10,State Bank Of India,1183.73,97.26,0.28,2.46
2023-10,Axis Bank Ltd.,798.18,99.73,0.22,0.05
2023-10,ICICI Bank,651.16,99.28,0.49,0.23
2023-10,HDFC BANK LTD,535.56,99.39,0.50,0.11
2023-10,Bank of Baroda,326.93,98.09,0.84,1.07
2023-10,Union Bank of India,314.34,98.97,0.24,0.80
2023-10,Federal Bank,271.01,99.65,0.30,0.04
2023-10,Punjab National Bank,256.32,99.04,0.45,0.52
2023-10,Canara Bank,252.42,99.24,0.51,0.25
2023-10,Kotak Mahindra Bank,237.72,98.74,0.64,0.62
2023-10,Bank of India,175.96,99.44,0.29,0.27
2023-10,Indian Bank,169.62,99.44,0.46,0.10
2023-10,Airtel Payments Bank,158.70,99.23,0.59,0.18
2023-10,INDUSIND BANK,129.76,98.36,0.37,1.28
2023-10,India Post Payment Bank,96.97,98.51,0.39,1.10
2023-10,Central Bank Of India,84.25,97.64,0.64,1.72
2023-10,Indian Overseas Bank,72.39,99.28,0.40,0.32
2023-10,UCO Bank,67.14,98.84,0.80,0.36
2023-10,IDBI Bank Limited,60.68,98.77,0.46,0.77
2023-10,Bank of Maharashtra,49.66,98.99,0.57,0.45
2023-10,Fino Payments Bank Limited FIP,50.88,97.26,0.69,2.05
2023-10,Karnataka Bank,39.45,98.47,0.71,0.82
2023-10,IDFC FIRST Bank,52.06,98.85,1.07,0.08
2023-10,Karur Vysya Bank,31.11,99.07,0.61,0.32
2023-10,South Indian Bank,29.03,99.60,0.33,0.07
2023-10,Bandhan Bank,25.96,85.26,0.40,14.34
2023-10,AU small Finance Bank,22.86,97.95,1.90,0.15
2023-10,Tamilnad Mercantile Bank,18.78,98.79,0.34,0.87
2023-10,City Union Bank,18.00,98.69,1.13,0.19
2023-10,RBL Bank,39.79,96.25,1.44,2.31
2023-10,Ujjivan Small Finance Bank,18.20,98.24,0.24,1.51
2023-10,Jammu and Kashmir Bank,18.65,98.03,0.33,1.63
2023-10,Equitas Small Finance Bank,13.31,97.38,2.52,0.10
2023-10,Punjab and Sind Bank,13.64,91.02,0.21,8.77
2023-10,Kerala Gramin Bank,12.93,98.25,0.24,1.51
2023-10,Pragathi Krishna Gramin Bank,11.58,98.38,0.41,1.22
2023-10,CITIBANK,9.77,99.87,0.00,0.13
2023-10,Andhra Pradesh Grameena Vikas Bank,11.32,98.92,0.73,0.35
2023-10,DBS Bank India Limited,10.00,97.67,1.69,0.64
2023-10,Maharashtra Gramin Bank,10.08,96.48,0.47,3.04
2023-10,Tri O Tech Solutions Private Limited,13.24,94.13,5.79,0.08
2023-10,Rajasthan Marudhara Gramin Bank,8.94,99.06,0.50,0.43
2023-10,Baroda UP Gramin Bank,9.59,92.97,0.80,6.24
2023-10,ESAF Small Finance Bank Ltd.,9.26,99.67,0.14,0.19
2023-10,Andhra Pragathi Grameena Bank,7.09,97.79,0.56,1.65
2023-10,Saraswat Bank,7.50,99.47,0.34,0.18
2023-10,Sarva Haryana Gramin Bank,6.75,97.60,0.41,1.99
2023-10,Baroda Rajasthan Kshetriya Gramin Bank,5.26,97.70,1.07,1.24
2023-09,Paytm Payments Bank,2482.89,99.87,0.12,0.01
2023-09,Yes Bank Ltd,2018.40,99.98,0.02,0.00
2023-09,State Bank Of India,1118.01,99.62,0.18,0.20
2023-09,Axis Bank Ltd.,731.82,99.35,0.35,0.30
2023-09,ICICI Bank,625.87,99.49,0.40,0.11
2023-09,HDFC BANK LTD,508.57,99.04,0.56,0.40
2023-09,Bank of Baroda,301.81,99.36,0.34,0.30
2023-09,Union Bank of India,292.91,99.21,0.18,0.61
2023-09,Federal Bank,248.34,99.75,0.25,0.00
2023-09,Punjab National Bank,236.23,99.44,0.42,0.14
2023-09,Canara Bank,234.42,99.35,0.43,0.22
2023-09,Kotak Mahindra Bank,215.88,99.38,0.45,0.16
2023-09,Bank of India,162.61,99.58,0.23,0.19
2023-09,Indian Bank,159.64,95.86,0.71,3.43
2023-09,Airtel Payments Bank,141.03,99.18,0.63,0.19
2023-09,INDUSIND BANK,102.49,98.14,0.26,1.60
2023-09,India Post Payment Bank,87.55,98.04,0.42,1.55
2023-09,Central Bank Of India,78.85,97.57,0.55,1.88
2023-09,Indian Overseas Bank,66.65,97.73,0.42,1.85
2023-09,UCO Bank,63.35,95.99,0.80,3.20
2023-09,IDFC FIRST Bank,57.22,99.11,0.82,0.07
2023-09,IDBI Bank Limited,56.22,99.30,0.45,0.26
2023-09,Fino Payments Bank Limited FIP,50.15,98.01,0.64,1.35
2023-09,Bank of Maharashtra,45.61,98.10,0.30,1.60
2023-09,Karnataka Bank,37.09,98.79,0.60,0.62
2023-09,RBL bank,30.68,98.28,0.30,1.42
2023-09,Karur Vysya Bank,29.51,99.30,0.44,0.26
2023-09,South Indian Bank,27.40,99.35,0.21,0.44
2023-09,Bandhan Bank,26.60,98.66,0.09,1.25
2023-09,AU small Finance Bank,21.31,98.80,1.08,0.13
2023-09,Tamilnad Mercantile Bank,17.86,97.78,0.23,1.98
2023-09,Jammu and Kashmir Bank,17.29,97.87,0.32,1.80
2023-09,City Union Bank,16.95,98.64,1.01,0.35
2023-09,Ujjivan Small Finance Bank,16.46,99.24,0.33,0.42
2023-09,Punjab and Sind Bank,12.67,99.39,0.18,0.42
2023-09,Equitas Small Finance Bank,12.19,97.65,2.02,0.32
2023-09,Kerala Gramin Bank,11.77,99.15,0.23,0.62
2023-09,Tri O Tech Solutions Private Limited,11.15,94.21,5.50,0.29
2023-09,Pragathi Krishna Gramin Bank,10.87,98.97,0.41,0.62
2023-09,Andhra Pradesh Grameena Vikas Bank,10.36,97.88,1.11,1.01
2023-09,CITIBank,9.77,99.83,0.00,0.17
2023-09,Maharashtra Gramin Bank,9.40,96.10,0.26,3.64
2023-09,DBS Bank India Limited,9.38,98.63,1.27,0.10
2023-09,Baroda UP Gramin Bank,9.10,89.40,0.83,9.77
2023-09,ESAF Small Finance Bank Ltd.,8.66,99.40,0.03,0.57
2023-09,Rajasthan Marudhara Gramin Bank,8.47,97.95,0.81,1.24
2023-09,Saraswat Bank,6.90,99.62,0.22,0.17
2023-09,Andhra Pragathi Grameena Bank,6.67,96.00,0.55,3.45
2023-09,Fincare Small Finance Bank Ltd,6.23,94.85,3.45,1.70
2023-09,Sarva Haryana Gramin Bank,6.22,99.13,0.42,0.45
2023-08,Paytm Payments Bank,2505.70,99.82,0.13,0.05
2023-08,Yes Bank Ltd,1789.49,99.91,0.02,0.07
2023-08,State Bank Of India,1114.59,99.09,0.18,0.73
2023-08,Axis Bank Ltd.,733.96,99.81,0.13,0.06
2023-08,ICICI Bank,630.09,99.33,0.31,0.36
2023-08,HDFC BANK LTD,530.64,99.33,0.59,0.08
2023-08,Bank of Baroda,308.67,98.24,0.17,1.59
2023-08,Union Bank of India,295.91,99.30,0.16,0.54
2023-08,Federal Bank,246.28,99.62,0.25,0.13
2023-08,Punjab National Bank,234.84,98.38,0.46,1.16
2023-08,Canara Bank,235.33,99.22,0.42,0.36
2023-08,Kotak Mahindra Bank,215.21,99.53,0.43,0.03
2023-08,Bank of India,164.10,99.36,0.26,0.38
2023-08,Indian Bank,162.00,99.51,0.42,0.07
2023-08,Airtel Payments Bank,135.79,99.00,0.40,0.60
2023-08,INDUSIND BANK,102.79,97.34,0.21,2.45
2023-08,India Post Payment Bank,85.70,98.52,0.43,1.05
2023-08,Central Bank Of India,80.15,98.45,0.58,0.96
2023-08,Indian Overseas Bank,66.68,98.56,0.34,1.10
2023-08,UCO Bank,61.82,98.75,0.77,0.49
2023-08,IDBI Bank Limited,57.26,97.73,0.43,1.84
2023-08,Bank of Maharashtra,46.19,99.26,0.23,0.51
2023-08,Fino Payments Bank Limited FIP,47.49,97.86,1.27,0.87
2023-08,Karnataka Bank,37.71,98.54,0.56,0.90
2023-08,IDFC FIRST Bank,54.42,98.71,0.70,0.59
2023-08,Karur Vysya Bank,29.53,99.38,0.40,0.22
2023-08,South Indian Bank,27.99,99.71,0.22,0.07
2023-08,Bandhan Bank,26.00,98.68,0.10,1.22
2023-08,AU small Finance Bank,21.75,98.71,1.20,0.08
2023-08,Tamilnad Mercantile Bank,17.43,99.52,0.19,0.29
2023-08,City Union Bank,16.91,98.87,0.77,0.36
2023-08,RBL Bank,26.86,98.41,0.39,1.20
2023-08,Ujjivan Small Finance Bank,16.59,99.16,0.31,0.53
2023-08,Jammu and Kashmir Bank,16.76,98.56,0.33,1.11
2023-08,Equitas Small Finance Bank,12.42,97.48,2.08,0.45
2023-08,Punjab and Sind Bank,12.65,96.48,0.18,3.33
2023-08,Kerala Gramin Bank,12.41,96.61,0.20,3.19
2023-08,Pragathi Krishna Gramin Bank,10.90,99.04,0.34,0.61
2023-08,CITIBank,10.05,99.83,0.00,0.17
2023-08,Andhra Pradesh Grameena Vikas Bank,10.26,98.47,0.62,0.91
2023-08,DBS Bank India Limited,9.69,98.22,1.22,0.56
2023-08,Maharashtra Gramin Bank,9.26,98.64,0.27,1.09
2023-08,Tri O Tech Solutions Private Limited,9.92,93.95,5.82,0.23
2023-08,Rajasthan Marudhara Gramin Bank,8.71,97.80,0.50,1.70
2023-08,Baroda UP Gramin Bank,9.26,88.47,0.81,10.73
2023-08,ESAF Small Finance Bank Ltd.,8.84,98.73,0.03,1.24
2023-08,Andhra Pragathi Grameena Bank,6.49,97.89,0.36,1.74
2023-08,Saraswat Bank,7.12,99.11,0.20,0.69
2023-08,Sarva Haryana Gramin Bank,5.95,97.17,0.48,2.34
2023-08,Baroda Rajasthan Kshetriya Gramin Bank,5.64,95.32,2.63,2.05
2023-07,Paytm Payments Bank,2331.83,99.82,0.17,0.01
2023-07,Yes Bank Ltd,1865.76,99.87,0.02,0.11
2023-07,State Bank Of India,1070.51,99.24,0.18,0.58
2023-07,Axis Bank Ltd.,688.05,99.89,0.09,0.02
2023-07,ICICI Bank,627.95,99.79,0.10,0.12
2023-07,HDFC BANK LTD,510.54,99.27,0.65,0.08
2023-07,Bank of Baroda,290.12,99.58,0.25,0.17
2023-07,Union Bank of India,279.02,99.76,0.15,0.08
2023-07,Federal Bank,229.06,99.66,0.23,0.11
2023-07,Canara Bank,223.29,98.89,0.43,0.68
2023-07,Punjab National Bank,222.99,99.37,0.42,0.20
2023-07,Kotak Mahindra Bank,200.84,98.30,1.48,0.22
2023-07,Bank of India,155.21,99.70,0.22,0.08
2023-07,Indian Bank,149.29,98.54,0.36,1.10
2023-07,Airtel Payments Bank,124.06,98.89,0.38,0.73
2023-07,INDUSIND BANK,96.57,99.32,0.19,0.49
2023-07,India Post Payment Bank,78.07,97.79,0.43,1.78
2023-07,Central Bank Of India,76.44,98.38,0.57,1.06
2023-07,Indian Overseas Bank,63.85,97.51,0.31,2.17
2023-07,UCO Bank,57.89,98.86,0.68,0.47
2023-07,IDBI Bank Limited,54.70,99.09,0.39,0.52
2023-07,IDFC FIRST Bank,49.55,98.41,1.00,0.59
2023-07,Bank of Maharashtra,44.04,98.21,0.21,1.58
2023-07,Fino Payments Bank Limited FIP,41.98,95.42,1.11,3.47
2023-07,Karnataka Bank,36.16,97.50,0.72,1.78
2023-07,Karur Vysya Bank,28.69,98.69,0.43,0.88
2023-07,South Indian Bank,26.01,99.71,0.22,0.06
2023-07,Bandhan Bank,24.42,99.41,0.09,0.49
2023-07,RBL Bank,22.99,99.56,0.30,0.14
2023-07,AU small Finance Bank,20.30,98.32,1.60,0.08
2023-07,Tamilnad Mercantile Bank,16.44,99.76,0.15,0.09
2023-07,City Union Bank,16.17,98.67,0.90,0.43
2023-07,Ujjivan Small Finance Bank,15.43,99.34,0.30,0.36
2023-07,Jammu and Kashmir Bank,14.39,98.52,0.32,1.16
2023-07,Equitas Small Finance Bank,11.99,97.20,2.08,0.72
2023-07,Punjab and Sind Bank,11.66,97.74,0.18,2.08
2023-07,Kerala Gramin Bank,10.91,99.48,0.20,0.32
2023-07,CITI Bank,10.78,99.85,0.00,0.15
2023-07,Pragathi Krishna Gramin Bank,10.70,97.33,0.35,2.32
2023-07,Andhra Pradesh Grameena Vikas Bank,9.66,97.69,0.25,2.05
2023-07,DBS Bank India Limited,9.44,98.38,1.25,0.37
2023-07,Maharashtra Gramin Bank,8.96,93.62,0.46,5.92
2023-07,Tri O Tech Solutions Private Limited,8.46,93.56,6.12,0.32
2023-07,Baroda UP Gramin Bank,8.28,93.30,0.74,5.97
2023-07,Rajasthan Marudhara Gramin Bank,8.20,96.29,0.45,3.27
2023-07,ESAF Small Finance Bank Ltd.,8.14,99.27,0.04,0.69
2023-07,Andhra Pragathi Grameena Bank,6.71,88.20,0.43,11.38
2023-07,Saraswat Bank,6.64,98.11,0.18,1.72
2023-07,Sarva Haryana Gramin Bank,6.08,98.26,0.48,1.26
2023-07,Baroda Rajasthan Kshetriya Gramin Bank,5.45,92.90,2.40,4.70
2023-06,Paytm Payments Bank,2177.68,99.79,0.20,0.01
2023-06,Yes Bank Ltd,1735.59,99.96,0.02,0.02
2023-06,State Bank Of India,1017.11,99.66,0.19,0.13
2023-06,Axis Bank Ltd,644.25,99.76,0.11,0.08
2023-06,ICICI Bank,591.75,98.72,0.25,0.76
2023-06,HDFC BANK LTD,479.17,99.41,0.48,0.07
2023-06,Bank of Baroda,274.76,99.64,0.16,0.12
2023-06,Union Bank of India,267.39,99.77,0.16,0.06
2023-06,Federal Bank,213.89,99.12,0.23,0.60
2023-06,Punjab National Bank,211.61,99.14,0.39,0.28
2023-06,Canara Bank,209.80,98.64,0.43,0.64
2023-06,Kotak Mahindra Bank,187.61,97.12,0.41,1.47
2023-06,Bank of India,148.54,99.60,0.24,0.11
2023-06,Indian Bank,131.25,99.46,0.24,0.29
